target_inchi_key,spectra,exact_top1,exact_top10,tanimoto_top10,mist_tanimoto,formula_success,bad_low_tanimoto_share,first_smiles,chem_class,cluster,tsne_x,tsne_y,pca_x,pca_y,mol_wt,exact_mol_wt,heavy_atoms,hetero_atoms,hetero_ratio,n_count,o_count,s_count,p_count,halogen_count,ring_count,aromatic_ring_count,aliphatic_ring_count,max_ring_size,macrocycle_count,rotatable_bonds,hba,hbd,tpsa,logp,fraction_csp3,chiral_centers,amide_count,ester_count,carboxyl_count,ether_count,hydroxyl_count,sulfonamide_count,phosphate_count,bertz_complexity,scaffold_heavy_atoms,scaffold_ring_count,max_train_tanimoto_including_exact,max_train_tanimoto_excluding_exact,nearest_train_inchikey,nearest_train_smiles,nearest_train_formula,nearest_train_tanimoto,nearest_nonself_train_inchikey,nearest_nonself_train_smiles,nearest_nonself_train_formula,nearest_nonself_train_tanimoto,exact_in_train,nn_ge_085,nn_ge_070,nn_ge_050,train_coverage_bin,test,train,val
AFRGWGGHJYMSDU,3,0.0,0.0,0.4379117290178935,0.6495579679807028,0.6666666666666666,1.0,C[C@H]1C[C@]2([C@H]([C@H]1OC(=O)C3=CC=CC=C3)[C@H](C(=C)[C@@H](C[C@H]4[C@H](C4(C)C)/C=C(/C2=O)\C)OC(=O)C5=CC=CC=C5)OC(=O)C)OC(=O)C,other_macrocycle,1,-50.0503,-12.63749,-1.9912635,1.1043419,642.7450000000003,642.2828829240001,47,9,0.1914893617021276,0,9,0,0,0,5,2,3,11,1,6,9,0,122.27000000000004,6.074700000000006,0.4473684210526316,8,0,4,0,4,0,0,0,1607.8913542399175,35,5,0.37634408473968506,0.37634408473968506,WJZFXCPBSLOUNH,CC1CC2(C(C1O)/C=C(\CCC3C(C3(C)C)/C=C(/C2=O)\C)/COC4C(C(C(C(O4)CO)O)O)O)OC(=O)C,C28H42O10,0.37634408473968506,WJZFXCPBSLOUNH,CC1CC2(C(C1O)/C=C(\CCC3C(C3(C)C)/C=C(/C2=O)\C)/COC4C(C(C(C(O4)CO)O)O)O)OC(=O)C,C28H42O10,0.37634408473968506,False,False,False,False,ood_lt_0.50,3,0,0
AFUWQWYPPZFWCO,2,0.0,0.0,0.5813851654529572,0.4434361755847931,1.0,0.0,C1CN2CCC1[C@H](C2)NC(=O)C3=CNC4=C(C3=O)SC=C4,polycyclic_aliphatic_like,4,3.1623626,8.213953,0.08199724,0.91016537,303.387,303.104147784,21,6,0.2857142857142857,3,2,1,0,0,5,2,3,6,0,2,4,2,65.2,1.4135999999999995,0.4666666666666667,1,1,0,0,0,0,0,0,742.7018412656801,21,5,0.460317462682724,0.460317462682724,QPXFEYWQPIKKED,C1CN2CCC1C(C2)NC(=O)C3=C4C(=CC(=C3)Br)NC=N4,C15H17BrN4O,0.460317462682724,QPXFEYWQPIKKED,C1CN2CCC1C(C2)NC(=O)C3=C4C(=CC(=C3)Br)NC=N4,C15H17BrN4O,0.460317462682724,False,False,False,False,ood_lt_0.50,2,0,0
AFYIWKNGSIYXCQ,4,0.0,0.0,0.4681902751326561,0.4745877981185913,0.5,1.0,C[C@@H](C1=C[C@]2(C=C[C@H]3[C@@H]2[C@@H](OC=C3C(=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC1=O)OC(=O)/C=C/C5=CC=C(C=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O,glycoside_or_sugar_rich,5,-39.319733,-43.771484,-3.121405,-1.4651241,778.7130000000004,778.2320291240001,55,19,0.3454545454545454,0,19,0,0,0,6,1,5,6,0,11,19,8,286.89,-2.935899999999992,0.5277777777777778,15,0,3,0,8,8,0,0,1702.2199002404104,40,6,0.7037037014961243,0.7037037014961243,AOPMSFXOYJXDNJ,C[C@@H](C1=C[C@@]2(C=C[C@H]3[C@@H]2[C@@H](OC=C3C(=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC1=O)O,C21H26O12,0.7037037014961243,AOPMSFXOYJXDNJ,C[C@@H](C1=C[C@@]2(C=C[C@H]3[C@@H]2[C@@H](OC=C3C(=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC1=O)O,C21H26O12,0.7037037014961243,False,False,True,True,near_train_0.70_0.85,4,0,0
AFYNADDZULBEJA,3,1.0,1.0,1.0,0.7424242496490479,1.0,0.0,C1=CC=C2C(=C1)C(=CC(=N2)C3=NC4=CC=CC=C4C(=C3)C(=O)O)C(=O)O,aromatic_rich_polycycle,11,-5.2953043,28.884336,0.95275474,0.42945582,344.3260000000001,344.0797068639999,26,6,0.2307692307692307,2,4,0,0,0,4,4,0,6,0,3,4,2,100.38,3.8464000000000023,0.0,0,0,0,2,0,2,0,0,1105.7518942609297,20,4,0.8214285969734192,0.8214285969734192,YTRMTPPVNRALON,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,C16H11NO2,0.8214285969734192,YTRMTPPVNRALON,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,C16H11NO2,0.8214285969734192,False,False,True,True,near_train_0.70_0.85,3,0,0
AFZFFLVORLEPPO,8,0.25,0.25,0.8618637174367905,0.9327272325754166,1.0,0.0,CC1=C(SC=N1)/C=C\C2=C(N3[C@@H]([C@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)OCOC(=O)C(C)(C)C,polycyclic_aliphatic_like,4,-6.183651,-6.6913495,-0.24540035,-0.4412001,620.7350000000001,620.1181602360001,41,16,0.3902439024390244,6,7,3,0,0,4,2,2,6,0,9,14,2,175.39999999999998,2.29812,0.4,2,2,2,0,2,0,0,0,1455.256159549279,26,4,0.7682926654815674,0.7682926654815674,DASYMCLQENWCJG,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N/OC)/C3=CSC(=N3)N)SC1)C(=O)OCOC(=O)C(C)(C)C,C20H25N5O7S2,0.7682926654815674,DASYMCLQENWCJG,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N/OC)/C3=CSC(=N3)N)SC1)C(=O)OCOC(=O)C(C)(C)C,C20H25N5O7S2,0.7682926654815674,False,False,True,True,near_train_0.70_0.85,8,0,0
AGBCLJAHARWNLA,7,0.0,0.0,0.4807682505675724,0.5186704652650016,0.8571428571428571,0.5714285714285714,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)O)C)O)C6(C3C(C(CC6)O)(C)C)C)C)CO)O)O)O)O)O,glycoside_or_sugar_rich,5,-49.18293,-37.091892,-4.1765723,-1.8030204,785.0250000000004,784.4972923640001,55,13,0.2363636363636363,0,13,0,0,0,6,0,6,6,0,9,13,9,218.99,2.147400000000004,0.9523809523809524,21,0,0,0,4,9,0,0,1386.5665059134983,31,6,0.8947368264198303,0.8947368264198303,RAQNTCRNSXYLAH,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)O)C,C36H62O9,0.8947368264198303,RAQNTCRNSXYLAH,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)O)C,C36H62O9,0.8947368264198303,False,True,True,True,near_train_ge_0.85,7,0,0
AGBSXNCBIWWLHD,3,0.0,0.0,0.5582728385925293,0.9333155751228333,1.0,0.0,CC(C)N1C2=C(C(=O)N([C@H]2C3=CC=C(C=C3)Cl)C4=CC(=CN(C4=O)C)Cl)N=C1C5=CN=C(N=C5OC)OC,aromatic_rich_polycycle,2,46.528954,18.844542,0.74886733,-0.926323,555.4220000000003,554.123608608,38,12,0.3157894736842105,6,4,0,0,2,5,4,1,6,0,6,7,0,104.37000000000002,4.693500000000005,0.2692307692307692,1,1,0,0,2,0,0,0,1613.4603134845254,28,5,0.27906978130340576,0.27906978130340576,VVFCQCUYPMQPNV,COC1=NC(=NC=C1NS(=O)(=O)CC2=CC(=CC=C2)Cl)OC,C13H14ClN3O4S,0.27906978130340576,VVFCQCUYPMQPNV,COC1=NC(=NC=C1NS(=O)(=O)CC2=CC(=CC=C2)Cl)OC,C13H14ClN3O4S,0.27906978130340576,False,False,False,False,ood_lt_0.50,3,0,0
AGFZQVNCSIRXFF,3,0.0,0.0,0.3867857257525126,0.407587726910909,1.0,0.6666666666666666,COC1=CC(=CC(=C1OC)OC)C2=NOC(=N2)C3=CC=CC=C3NC(=O)C4=CN=CC=C4,aromatic_rich_polycycle,8,26.436865,-22.06174,1.0506885,-1.1464905,432.4360000000001,432.14336974,32,9,0.28125,4,5,0,0,0,4,4,0,6,0,7,8,1,108.6,4.076700000000002,0.1304347826086956,0,1,0,0,3,0,0,0,1215.132662765931,26,4,0.529411792755127,0.529411792755127,DXZREYMSIRCHNS,COC1=C(C(=C(C(=C1)C(=O)OC)NC(=O)C2=CC=CC=C2NC(=O)C3=CN=CC=C3)OC)OC,C24H23N3O7,0.529411792755127,DXZREYMSIRCHNS,COC1=C(C(=C(C(=C1)C(=O)OC)NC(=O)C2=CC=CC=C2NC(=O)C3=CN=CC=C3)OC)OC,C24H23N3O7,0.529411792755127,False,False,False,True,weak_train_0.50_0.70,3,0,0
AGHDDYJNUGRNGZ,4,0.0,0.25,0.7153549939393997,0.7626231461763382,1.0,0.0,CC1=NN(C(=O)C1=CC2=CC(=C(C=C2)O)OC)C3=NNN=N3,small_heteroaromatic,8,13.026937,-38.117947,-0.1140517,-1.3269397,300.278,300.0970882440001,22,9,0.4090909090909091,6,3,0,0,0,3,2,1,6,0,3,7,2,116.59,0.7199999999999998,0.1538461538461538,0,1,0,0,1,1,0,0,781.0780447802084,18,3,0.45614033937454224,0.45614033937454224,NPHKQWBQYOBTKH,COC1=C(C=CC(=C1)C=C2C(=O)C3=CC=CC=C3C2=O)O,C17H12O4,0.45614033937454224,NPHKQWBQYOBTKH,COC1=C(C=CC(=C1)C=C2C(=O)C3=CC=CC=C3C2=O)O,C17H12O4,0.45614033937454224,False,False,False,False,ood_lt_0.50,4,0,0
AGHURIXQDUWSKL,3,0.0,0.0,0.1614181945721308,0.2409654359022776,1.0,1.0,CC1=CC(=NN1C2=NN(C(=O)C=C2)C3CCN(CC3)S(=O)(=O)CCC4=CC=CC=C4)C,other_midsize,2,10.946677,23.014597,0.5635111,0.94265574,441.5570000000002,441.183460724,31,9,0.2903225806451613,5,3,1,0,0,4,3,1,6,0,6,5,0,90.09,2.25524,0.4090909090909091,0,0,0,0,0,0,1,0,1209.4434244792758,29,4,0.26829269528388977,0.26829269528388977,STICYZWBTCHYBJ,CC1=CC(=NN1C2=CC(=NC=N2)OCC3CCN(CC3)C4=CC(=NC5=CC(=NN54)C)C)C,C23H28N8O,0.26829269528388977,STICYZWBTCHYBJ,CC1=CC(=NN1C2=CC(=NC=N2)OCC3CCN(CC3)C4=CC(=NC5=CC(=NN54)C)C)C,C23H28N8O,0.26829269528388977,False,False,False,False,ood_lt_0.50,3,0,0
AGJMGGRSZQVSTF,4,0.0,0.0,0.3491965197026729,0.3972840756177902,1.0,1.0,CCN(CC)CCN(C1=NC2=CC3=C(C=C2S1)OCO3)C(=O)CN4C(=O)CCC4=O,polycyclic_aliphatic_like,4,-10.5389385,20.994637,0.16140397,0.07475623,432.5020000000004,432.1467408679999,30,10,0.3333333333333333,4,5,1,0,0,4,2,2,6,0,8,8,0,92.28,1.8488,0.5,0,3,0,0,2,0,0,0,929.9772955316712,23,4,0.38461539149284363,0.38461539149284363,BKSKRTICTRLOEE,CC1=C(C=CC2=C1N=C(S2)N(CC3=CC=CC=N3)C(=O)CN4C(=O)CCC4=O)Cl,C20H17ClN4O3S,0.38461539149284363,BKSKRTICTRLOEE,CC1=C(C=CC2=C1N=C(S2)N(CC3=CC=CC=N3)C(=O)CN4C(=O)CCC4=O)Cl,C20H17ClN4O3S,0.38461539149284363,False,False,False,False,ood_lt_0.50,4,0,0
AGKSTYPVMZODRV,8,0.75,0.75,0.8763950914144516,0.6967794671654701,1.0,0.125,C1=CC(=CC=C1CSC(=NC2=C(C=C(C=C2)Cl)Cl)CN3C=NC=N3)Cl,aromatic_rich_polycycle,2,12.549868,39.858757,0.9345789,-0.38489306,411.7450000000001,409.9926504560001,25,8,0.32,4,0,1,0,3,3,3,0,6,0,5,4,0,43.07,5.901900000000003,0.1176470588235294,0,0,0,0,0,0,0,0,864.1092897397375,22,3,0.49056604504585266,0.49056604504585266,XOHMICFWUQPTNP,C1=CC(=C(C=C1Cl)Cl)C(=O)CN2C=NC=N2,C10H7Cl2N3O,0.49056604504585266,XOHMICFWUQPTNP,C1=CC(=C(C=C1Cl)Cl)C(=O)CN2C=NC=N2,C10H7Cl2N3O,0.49056604504585266,False,False,False,False,ood_lt_0.50,8,0,0
AGLOKSSTUVDSHQ,3,0.0,0.0,0.2002340257167816,0.2589802145957947,1.0,1.0,CC1=CC2=C(C=C1)C=C(C(=O)N2)CCC(=O)N3CCCN(CC3)C4=NC=CC=N4,other_midsize,4,18.460922,7.7665663,0.98713285,0.17306924,391.47500000000014,391.2008250400001,29,7,0.2413793103448276,5,2,0,0,0,4,3,1,7,0,4,5,1,82.19000000000001,2.29802,0.3636363636363636,0,1,0,0,0,0,0,0,1063.735727548495,28,4,0.3658536672592163,0.3658536672592163,NRLZAYVTLWBNKJ,CC1=CC2=C(C=C1)C=C(C(=O)N2)CN(CC3=CC=CO3)C(=O)C4=CC(=C(C(=C4)OC)OC)OC,C26H26N2O6,0.3658536672592163,NRLZAYVTLWBNKJ,CC1=CC2=C(C=C1)C=C(C(=O)N2)CN(CC3=CC=CO3)C(=O)C4=CC(=C(C(=C4)OC)OC)OC,C26H26N2O6,0.3658536672592163,False,False,False,False,ood_lt_0.50,3,0,0
AGOYDEPGAOXOCK,70,0.0,0.0,0.8336284654481071,0.8333983199937003,0.8285714285714286,0.0,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,glycoside_or_sugar_rich,1,-59.5091,-22.2485,-3.2384806,-0.11344954,747.9640000000002,747.476891268,52,14,0.2692307692307692,1,13,0,0,0,3,0,3,14,1,8,14,4,182.91,2.439700000000005,0.9473684210526316,18,0,1,0,7,4,0,0,1187.5764542086656,30,3,0.4000000059604645,0.4000000059604645,IXXFZUPTQVDPPK,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@](C(=O)O1)(C)F)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=N4)C5=CC(=CC=C5)N)C,C43H65FN6O10,0.4000000059604645,IXXFZUPTQVDPPK,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@](C(=O)O1)(C)F)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=N4)C5=CC(=CC=C5)N)C,C43H65FN6O10,0.4000000059604645,False,False,False,False,ood_lt_0.50,70,0,0
AGVWUSXOLCAMND,2,0.0,0.0,0.3884370028972626,0.7470695376396179,0.5,1.0,CCC1=C(C2=NC1=CC3=C(C4=C([C@@](C(=C5[C@H]([C@@H](C(=CC6=NC(=C2)C(=C6C)C=C)N5)C)CCC(=O)O)C4=N3)(C(=O)OC)O)O)C)C,other_macrocycle,3,-38.217766,2.6014097,-1.1789676,-0.14381565,608.6950000000004,608.263484872,45,10,0.2222222222222222,4,6,0,0,0,6,0,6,16,1,6,9,4,153.17,5.222700000000005,0.3428571428571428,3,0,1,1,1,3,0,0,1868.8389199411608,26,6,0.5384615659713745,0.5384615659713745,IUSUCIVGXUDPPK,CCC1=C(C2=NC1=CC3=C(C4=C(CC(=C5[C@H]([C@@H](C(=CC6=NC(=C2)C(=C6C)C=C)N5)C)CCC(=O)OC/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C)C4=N3)O)C)C,C53H72N4O3,0.5384615659713745,IUSUCIVGXUDPPK,CCC1=C(C2=NC1=CC3=C(C4=C(CC(=C5[C@H]([C@@H](C(=CC6=NC(=C2)C(=C6C)C=C)N5)C)CCC(=O)OC/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C)C4=N3)O)C)C,C53H72N4O3,0.5384615659713745,False,False,False,True,weak_train_0.50_0.70,2,0,0
AGXMZNFWRRKRCO,4,0.0,0.0,0.6281420588493347,0.7215478122234344,1.0,0.0,CCOC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)OS(=O)(=O)C4=CC=C(C=C4)Cl,aromatic_rich_polycycle,11,-5.5816965,-18.345102,-0.03545141,-0.40630788,456.9030000000001,456.043436944,31,8,0.2580645161290322,0,6,1,0,1,4,4,0,6,0,6,6,0,82.81,5.279800000000003,0.0869565217391304,0,0,0,0,1,0,0,0,1391.2087269726733,27,4,0.48148149251937866,0.48148149251937866,AFIUIJXKXMMNCK,COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)OC,C17H14O4,0.48148149251937866,AFIUIJXKXMMNCK,COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)OC,C17H14O4,0.48148149251937866,False,False,False,False,ood_lt_0.50,4,0,0
AHAVBLFKEFJGPY,3,0.0,0.0,0.3359571993350982,0.3881055315335591,0.0,1.0,CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4CCC5(C(C4)CCC6(C5CC(C7(C6(CCC7(C(=O)C)O)O)C)OC(=O)C8=CC=CC=C8)O)C)C)C)O)OC)O,glycoside_or_sugar_rich,1,-47.756958,-12.126184,-2.6658452,-0.16169359,935.1140000000004,934.4926009080004,66,17,0.2575757575757575,0,17,0,0,0,8,1,7,6,0,12,17,5,227.59,3.351500000000005,0.8367346938775511,22,0,1,0,10,5,0,0,1873.1845070229049,47,8,0.5865384340286255,0.5865384340286255,HXIHLBDNTFYMIC,CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3CCC4(C(C3)CCC56C4C(C(C7(C5(O6)CCC7C(=O)C)C)OC(=O)C)OC(=O)C8=CC=CC=C8)C)C)O)OC)O,C44H62O14,0.5865384340286255,HXIHLBDNTFYMIC,CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3CCC4(C(C3)CCC56C4C(C(C7(C5(O6)CCC7C(=O)C)C)OC(=O)C)OC(=O)C8=CC=CC=C8)C)C)O)OC)O,C44H62O14,0.5865384340286255,False,False,False,True,weak_train_0.50_0.70,3,0,0
AHFLGPTXSIRAQK,4,0.25,0.25,0.6457198485732079,0.7135642245411873,1.0,0.5,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)OC(F)(F)F,aromatic_rich_polycycle,0,38.829697,-10.918913,1.1279632,-0.83566594,445.4410000000001,445.161326224,32,9,0.28125,3,3,0,0,3,3,3,0,6,0,5,4,2,72.48,6.714000000000004,0.217391304347826,0,2,0,0,2,0,0,0,1078.0801010178666,23,3,0.4193548262119293,0.4193548262119293,XAIPTRIXGHTTNT,C1=CC=C(C(=C1)C(=O)NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)Cl,C15H10ClF3N2O3,0.4193548262119293,XAIPTRIXGHTTNT,C1=CC=C(C(=C1)C(=O)NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)Cl,C15H10ClF3N2O3,0.4193548262119293,False,False,False,False,ood_lt_0.50,4,0,0
AHJUHHDDCJQACA,2,0.0,0.0,0.4607293158769607,0.4953703731298446,1.0,0.5,COC1=C(C=C2CN(CCC2=C1)CCC3=CC=C(C=C3)N4N=C(N=N4)C5=CC(=C(C=C5NC(=O)C6=CC(=O)C7=CC=CC=C7O6)OC)OC)OC,aromatic_rich_polycycle,8,4.768635,-35.90025,0.3579523,-0.46390072,688.7410000000002,688.2645474920001,51,13,0.2549019607843137,6,7,0,0,0,7,6,1,6,0,11,11,1,143.06999999999996,5.323200000000004,0.2368421052631578,0,1,0,0,4,0,0,0,2282.338581437148,43,7,0.3737373650074005,0.3737373650074005,SZNJLZSXOGIOOZ,COC1=C(C=C(C=C1)CCNC(=O)COC2=COC(=CC2=O)CN3CCC4=CC(=C(C=C4C3)OC)OC)OC,C29H34N2O8,0.3737373650074005,SZNJLZSXOGIOOZ,COC1=C(C=C(C=C1)CCNC(=O)COC2=COC(=CC2=O)CN3CCC4=CC(=C(C=C4C3)OC)OC)OC,C29H34N2O8,0.3737373650074005,False,False,False,False,ood_lt_0.50,2,0,0
AHMKHNVZGOQLRQ,3,0.0,0.0,0.8666666746139526,0.8486111164093018,1.0,0.0,COC1=C(C=C(C=C1)F)C2=CC(=NC=C2Cl)NC(=O)[C@@H]3CCCNC3,small_heteroaromatic,8,30.39973,-19.660814,0.4894339,-1.4334257,363.8200000000002,363.1149827480001,25,7,0.28,3,2,0,0,2,3,2,1,6,0,4,4,2,63.25,3.487800000000002,0.3333333333333333,1,1,0,0,1,0,0,0,778.9116491124805,21,3,0.40740740299224854,0.40740740299224854,AVIWDYSJSPOOAR,CC(=O)N[C@@H]1CCC[C@@H](C1)C(=O)NC2=NC=C(C(=C2)C3=C4CC(CN4N=C3)(C)C)Cl,C22H28ClN5O2,0.40740740299224854,AVIWDYSJSPOOAR,CC(=O)N[C@@H]1CCC[C@@H](C1)C(=O)NC2=NC=C(C(=C2)C3=C4CC(CN4N=C3)(C)C)Cl,C22H28ClN5O2,0.40740740299224854,False,False,False,False,ood_lt_0.50,3,0,0
AHNNWZOVCRQAAH,3,0.0,0.0,0.3223699231942494,0.4070401489734649,1.0,1.0,CC1=CC2=NC(=C(N2C=C1)C(=O)C(=O)C3=CC=CC=C3)C4=CC=CC=C4,aromatic_rich_polycycle,11,-3.762625,25.47412,0.98788923,0.5096496,340.38200000000006,340.121177752,26,4,0.1538461538461538,2,2,0,0,0,4,4,0,6,0,4,3,0,51.440000000000005,4.375320000000003,0.0454545454545454,0,0,0,0,0,0,0,0,1113.0683479947309,25,4,0.4237288236618042,0.4237288236618042,GZRYPAHEGDFELK,CC1=CC2=NC(=C(N2C=C1)NC(=O)C3CC3)C4=CC=C(C=C4)F,C18H16FN3O,0.4237288236618042,GZRYPAHEGDFELK,CC1=CC2=NC(=C(N2C=C1)NC(=O)C3CC3)C4=CC=C(C=C4)F,C18H16FN3O,0.4237288236618042,False,False,False,False,ood_lt_0.50,3,0,0
AHNXUVJUJNMRHF,2,0.0,0.0,0.1897575408220291,0.2562393695116042,1.0,1.0,CC1=CC(=CC=C1)OCCN2C3=C(C=C(C=C3)C(F)(F)F)N=C4C2=NC(=O)NC4=O,other_midsize,2,49.604546,27.794752,1.0361753,-1.0000606,416.3590000000001,416.1096250000001,30,10,0.3333333333333333,4,3,0,0,3,4,2,2,6,0,4,5,1,89.87,2.9908200000000003,0.2,0,0,0,0,1,0,0,0,1327.5542298209048,25,4,0.390625,0.390625,XJMWKAJCIMJIJK,CN1C2=CC=CC=C2N=C3C1=NC(=O)NC3=O,C11H8N4O2,0.390625,XJMWKAJCIMJIJK,CN1C2=CC=CC=C2N=C3C1=NC(=O)NC3=O,C11H8N4O2,0.390625,False,False,False,False,ood_lt_0.50,2,0,0
AHOIPAFUOXGGQB,1,0.0,0.0,0.3877550959587097,0.726190447807312,1.0,1.0,CCC[C@H]1C[C@@H]2CC[C@@H](O2)[C@@H](C(=O)O[C@H]([C@@H]([C@@H]3CC[C@@H](O3)[C@H](C(=O)O1)C)C)[C@H](C)[C@H]4CC[C@H](O4)C[C@@H](CCC)N(C)C)C,other_macrocycle,3,-29.786089,-8.059158,-1.6695145,0.72701555,607.873,607.444803292,43,8,0.1860465116279069,1,7,0,0,0,4,0,4,16,1,9,8,0,83.53,6.321400000000008,0.9428571428571428,13,0,2,0,5,0,0,0,897.4170853743781,28,4,0.4444444477558136,0.4444444477558136,NKNPHSJWQZXWIX,CC[C@H]1C[C@@H]2CC[C@@H](O2)[C@H](C(=O)O[C@@H](C[C@H]3CC[C@H](O3)[C@@H](C(=O)O[C@H](C[C@@H]4CC[C@@H](O4)[C@H](C(=O)O[C@@H](C[C@H]5CC[C@H](O5)[C@@H](C(=O)O1)C)CC)C)CC)C)CC)C,C44H72O12,0.4444444477558136,NKNPHSJWQZXWIX,CC[C@H]1C[C@@H]2CC[C@@H](O2)[C@H](C(=O)O[C@@H](C[C@H]3CC[C@H](O3)[C@@H](C(=O)O[C@H](C[C@@H]4CC[C@@H](O4)[C@H](C(=O)O[C@@H](C[C@H]5CC[C@H](O5)[C@@H](C(=O)O1)C)CC)C)CC)C)CC)C,C44H72O12,0.4444444477558136,False,False,False,False,ood_lt_0.50,1,0,0
AIECUUXSLHXKBY,1,0.0,0.0,0.1538461595773697,0.2083333283662796,1.0,1.0,C/C=C/C(=O)NC1=CC=C2[C@@H](CN2C(=O)O1)O,other_midsize,3,-16.690481,-4.1905484,-0.89730364,-0.060323287,236.227,236.079706864,17,6,0.3529411764705882,2,4,0,0,0,2,0,2,7,0,2,4,2,78.87,0.2307000000000001,0.2727272727272727,1,2,1,0,1,1,0,0,450.3877840096613,10,2,0.2321428507566452,0.2321428507566452,OOQUCJPSNWQKFG,C/C=C/C=C/[C@H]1[C@H](C=CC(=O)O1)O,C10H12O3,0.2321428507566452,OOQUCJPSNWQKFG,C/C=C/C=C/[C@H]1[C@H](C=CC(=O)O1)O,C10H12O3,0.2321428507566452,False,False,False,False,ood_lt_0.50,1,0,0
AIFQGBJZIGNMCC,3,0.0,0.0,0.2450390458106994,0.256728783249855,1.0,1.0,CCC1=CC(=CS1)C(=O)N/N=C\C2=C(NC3=CC=CC=C32)C,aromatic_rich_polycycle,11,-7.776263,26.869305,0.3785143,0.49540776,311.4100000000001,311.109233164,22,5,0.2272727272727272,3,1,1,0,0,3,3,0,6,0,4,3,2,57.25,3.8641200000000016,0.1764705882352941,0,1,0,0,0,0,0,0,844.5863319910889,19,3,0.3970588147640228,0.3970588147640228,FLZNKNKILURUFI,CCCC1=CC(=CS1)C(=O)N/N=C(/C)\C2=CC=C(C=C2)NS(=O)(=O)C,C17H21N3O3S2,0.3970588147640228,FLZNKNKILURUFI,CCCC1=CC(=CS1)C(=O)N/N=C(/C)\C2=CC=C(C=C2)NS(=O)(=O)C,C17H21N3O3S2,0.3970588147640228,False,False,False,False,ood_lt_0.50,3,0,0
AIGRXSNSLVJMEA,8,1.0,1.0,1.0,1.0,1.0,0.0,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],small_heteroaromatic,11,-2.711501,-20.739159,-0.10376687,0.37407008,323.31000000000006,323.038115558,21,7,0.3333333333333333,1,4,1,1,0,2,2,0,6,0,6,5,0,61.6,3.645100000000003,0.1428571428571428,1,0,0,0,0,0,0,0,660.4340420045148,15,2,0.6585366129875183,0.6585366129875183,LCCNCVORNKJIRZ,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],C10H14NO5PS,0.6585366129875183,LCCNCVORNKJIRZ,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],C10H14NO5PS,0.6585366129875183,False,False,False,True,weak_train_0.50_0.70,8,0,0
