target_inchi_key,spectra,exact_top1,exact_top10,tanimoto_top10,mist_tanimoto,formula_success,bad_low_tanimoto_share,first_smiles,chem_class,cluster,tsne_x,tsne_y,pca_x,pca_y,mol_wt,exact_mol_wt,heavy_atoms,hetero_atoms,hetero_ratio,n_count,o_count,s_count,p_count,halogen_count,ring_count,aromatic_ring_count,aliphatic_ring_count,max_ring_size,macrocycle_count,rotatable_bonds,hba,hbd,tpsa,logp,fraction_csp3,chiral_centers,amide_count,ester_count,carboxyl_count,ether_count,hydroxyl_count,sulfonamide_count,phosphate_count,bertz_complexity,scaffold_heavy_atoms,scaffold_ring_count
WCAKZBQMVHYHED,1,0.0,0.0,0.2536231875419616,0.7156862616539001,0.0,1.0,CC(=C)[C@H]1CC2=C3N1C4=C(C3=CC5=C2[C@H]([C@H]6C5=CC(OC6(C)C)(C)C)O)C[C@H]7[C@]4([C@]8(CC[C@@H]([C@@]([C@@H]8CC7)(C)/C=C/C=C(\C)/C(=O)O)O)C)C,polycyclic_aliphatic_like,1,-39.74785,-25.281603,-1.9436034,0.3451718,665.9150000000005,665.4080238600001,49,6,0.12244897959183673,1,5,0,0,0,8,2,6,6,0,4,4,3,91.92,8.543000000000006,0.6046511627906976,9,0,0,1,1,3,0,0,1937.8041349692787,29,8
WCARDDDMQORATQ,3,0.0,0.3333333333333333,0.627646322051684,0.5045612156391144,1.0,0.3333333333333333,CC1=CC2=C(C=C1)C(=O)NC(=N2)NC3=NC(=CC(=N3)C4=CC=CC=C4)C,aromatic_rich_polycycle,11,-0.7736535,30.001812,1.1852708,0.39606124,343.39000000000004,343.143310164,26,6,0.23076923076923078,5,1,0,0,0,4,4,0,6,0,3,5,2,83.56,3.740540000000001,0.1,0,0,0,0,0,0,0,0,1151.9174607379305,24,4
WCEHIDWONYOKOJ,3,0.0,0.0,0.32469533880551654,0.518829753001531,1.0,1.0,C1CC(C1)C2=CC(=NN2)NC(=O)CC3=CC=C(C=C3)OCCCCCOC4=CC=CC5=C4C(=O)N(C5=O)C6CCC(=O)NC6=O,large_peptide_like,4,0.932315,-15.09108,0.24047366,0.40758887,613.6710000000003,613.2536484599999,45,12,0.26666666666666666,5,7,0,0,0,6,3,3,6,0,13,8,3,159.79,3.8877000000000024,0.3939393939393939,1,5,0,0,2,0,0,0,1611.537524845538,45,6
WCFJCDWCDZAMPA,3,0.0,0.0,0.35982869068781537,0.583268423875173,1.0,1.0,CCC(C)/C=C(\C)/C=C/C1=CC2=C(C(=O)C(C(=O)C2=CN1C(C)C(=O)O)(C)OC(=O)C)Cl,other_midsize,3,-49.39379,3.4511905,-1.6788956,0.87874734,461.9420000000001,461.1605152959999,32,8,0.25,1,6,0,0,1,2,0,2,6,0,7,6,1,100.98000000000002,4.0580000000000025,0.4166666666666667,3,0,1,1,1,1,0,0,1015.5068254456742,12,2
WCGLMKAQHVFYQQ,3,0.0,0.0,0.20414747297763824,0.24654594560464219,1.0,1.0,CC1=CC(=C(C(=C1CNC(=O)COC2=CC3=C(C=C2)OCO3)C)NC(=O)C)C,small_heteroaromatic,0,-8.223849,-24.028685,-0.021062521,-0.8359423,384.4320000000002,384.16852186799997,28,7,0.25,2,5,0,0,0,3,2,1,6,0,6,5,2,85.89000000000001,2.994160000000001,0.3333333333333333,0,2,0,0,3,0,0,0,923.4973407934133,21,3
WCKZRLOUKYFJDY,3,0.0,0.0,0.22621251642704007,0.28614358107248944,1.0,1.0,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)NC(=O)N,small_heteroaromatic,11,-13.89512,6.679721,0.71488523,0.32121372,326.35600000000005,326.137890436,24,7,0.2916666666666667,4,3,0,0,0,3,2,1,6,0,4,4,2,95.74,1.4879999999999998,0.23529411764705882,0,4,0,0,0,0,0,0,860.2796316909172,15,3
WCPJDRQPTLGHOD,2,0.5,0.5,0.8472222089767456,0.7863394320011139,1.0,0.0,CCOC(=O)C1=CC=C(C=C1)C2CCC(CC2)NCC(COC3=CC(=C(C=C3)O)NS(=O)(=O)C)O,other_midsize,0,3.3014975,-16.307453,-0.49938357,-0.6296532,506.6210000000002,506.2086724279999,35,10,0.2857142857142857,2,7,1,0,0,3,2,1,6,0,11,8,4,134.19,2.9961000000000007,0.48,1,0,1,0,2,2,1,0,1081.4942171619555,23,3
WCSZNZFRPAUIAK,3,0.0,0.0,0.20558691024780273,0.30337942639986676,1.0,1.0,C1C(OC2=CC=CC=C2O1)C3=NN=C4N3N=C(S4)C5COC6=CC=CC=C6O5,aromatic_rich_polycycle,2,7.9758415,30.56788,0.35877007,0.5510933,394.41200000000015,394.0735759279999,28,9,0.32142857142857145,4,4,1,0,0,6,4,2,6,0,2,8,0,80.00000000000001,3.2108000000000017,0.21052631578947367,2,0,0,0,4,0,0,0,1173.6775410773746,28,6
WCUWYJGOMIXYIU,4,0.0,0.0,0.595111571252346,0.6365395709872246,1.0,0.5,COC1=C(C(=C(C=C1)C=CC(=O)C2=CC=C(C=C2)OC(=O)C3=CC=CS3)OC)OC,aromatic_rich_polycycle,8,19.193506,-27.085527,-0.21745598,-1.0289491,424.47400000000016,424.09805936,30,7,0.23333333333333334,0,6,1,0,0,3,3,0,6,0,8,7,0,71.06,4.889200000000005,0.13043478260869565,0,0,1,0,4,0,0,0,1052.0523127874792,24,3
WCWUXEGQKLTGDX,2,0.0,0.0,0.1519810706377029,0.19375000149011612,1.0,1.0,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OC[C@@H](C)O)C,aromatic_rich_polycycle,0,44.9279,1.9873915,0.7395413,-1.0212376,370.3840000000001,370.144118688,27,8,0.2962962962962963,4,3,0,0,1,4,4,0,6,0,5,5,2,84.67,3.518440000000002,0.2631578947368421,1,0,0,0,2,1,0,0,1133.092853287399,19,4
WCZDUFOLQSSLBU,3,0.0,0.0,0.27723724643389386,0.32692307730515796,1.0,1.0,CC1=CC=C(C=C1)S(=O)(=O)C(CNS(=O)(=O)CCC(=O)OC)C2=CC=CO2,small_heteroaromatic,0,8.807017,-15.0873375,-0.07543829,-0.14147356,415.48900000000026,415.075944012,27,10,0.37037037037037035,1,7,2,0,0,2,2,0,6,0,9,7,1,119.75,1.5855199999999994,0.35294117647058826,1,0,1,0,1,0,1,0,962.7990752346554,15,2
WDBNGXLHMZSUEI,3,0.6666666666666666,0.6666666666666666,0.7884057958920797,0.7779080669085184,1.0,0.3333333333333333,CC1=CN(C2=C1C(=CC(=C2)C(=O)N3CCC4(CC3)CC(=O)C5=C(O4)C=CC(=C5)C6=CC(=CN=C6)C(=O)O)OC)C7CC7,aromatic_rich_polycycle,8,9.754255,-4.3596525,0.007835546,-1.014548,565.6260000000001,565.2212857119998,42,9,0.21428571428571427,3,6,0,0,0,7,4,3,6,0,5,6,1,110.96000000000001,5.6936200000000055,0.3333333333333333,0,1,0,1,2,1,0,0,1778.102918934577,36,7
WDGSJYYXVXQQHP,4,0.0,0.0,0.25604240596294403,0.3387613743543625,1.0,1.0,CC1=C2COC(=O)C2=C(C3=C1OC4(CC(C56C(OC(O5)(CC(C6(C4C3)C)OC(=O)C)OC)(C)C)O)C)OC,polycyclic_aliphatic_like,1,-16.850569,-41.319267,-2.4103544,-0.44561943,532.5860000000002,532.2308473519998,38,10,0.2631578947368421,0,10,0,0,0,6,1,5,6,0,3,10,1,118.98000000000003,2.9545200000000014,0.7142857142857143,7,0,2,0,7,1,0,0,1256.756460023924,24,6
WDHOIABIERMLGY,2,0.5,0.5,0.8782051205635071,0.9303156733512878,1.0,0.0,C[C@@H]1CC2=C(C=CC3=C2C=NN3)[C@H](N1CC(F)(F)F)C4=NC=C(C=C4)NC5CN(C5)CCCF,other_midsize,2,33.70294,28.734829,0.9420017,-0.20168747,476.5220000000003,476.2311577760001,34,10,0.29411764705882354,6,0,0,0,4,5,3,2,6,0,7,5,2,60.080000000000005,4.311900000000003,0.5,2,0,0,0,0,0,0,0,1122.6887538231479,24,5
WDTARPJJQMOSMF,3,0.0,0.0,0.4444983700911204,0.4538587729136149,1.0,1.0,C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)NCCOCCN3C=CC=N3,aromatic_rich_polycycle,11,-4.2342334,12.082899,0.5925313,0.38260576,327.34,327.12190602400005,24,7,0.2916666666666667,3,4,0,0,0,3,3,0,6,0,7,5,1,86.36,1.4360999999999997,0.23529411764705882,0,1,0,0,1,0,0,0,870.9279691660066,24,3
WDWBOFUUSPVDME,3,0.0,0.0,0.17106409370899198,0.2646718621253967,1.0,1.0,CC1=CC=CC=C1NCC2=NC3=C(C(=CS3)C4=CC=C(C=C4)OC)C(=O)N2,aromatic_rich_polycycle,8,15.587312,-25.021812,0.8307705,-0.7194202,377.4690000000001,377.11979784799996,27,6,0.2222222222222222,3,2,1,0,0,4,4,0,6,0,5,5,2,67.01,4.580720000000004,0.14285714285714285,0,0,0,0,1,0,0,0,1146.2706573940266,24,4
WEAAFGBROZHQJB,3,0.0,0.0,0.17089720567067465,0.21451273560523984,1.0,1.0,C1CN(CCC1OC2=NC=C(C=N2)C3=CC=NC=C3)C4=CC=CC(=N4)C#N,aromatic_rich_polycycle,2,19.521826,32.294594,1.1082397,-0.5960382,358.4050000000001,358.15420919600007,27,7,0.25925925925925924,6,1,0,0,0,4,3,1,6,0,4,7,0,87.82,2.853080000000001,0.25,0,0,0,0,1,0,0,0,930.6906899800101,25,4
WEAJZXNPAWBCOA,3,0.6666666666666666,0.6666666666666666,0.7345132728417715,0.7143120467662811,1.0,0.3333333333333333,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCC[C@H]4CO)Cl,aromatic_rich_polycycle,8,31.607145,-33.444687,1.0156082,-0.9713566,483.96000000000026,483.17856537200004,34,11,0.3235294117647059,7,3,0,0,1,4,3,1,6,0,9,9,3,125.39,2.4318000000000004,0.34782608695652173,1,1,0,0,1,1,0,0,1132.801544832402,29,4
WEBIALRSFYYZNQ,18,0.0,0.0,0.27010311931371683,0.32801243248913026,1.0,0.8888888888888888,CC1=CC(=C(C(=C1)C)N2C(=C(C(=O)NC2=O)C3C4=CC=CC=C4CCN3)O)C,aromatic_rich_polycycle,11,-11.85695,10.507624,-0.0056262426,0.53878903,377.44400000000013,377.173941596,28,6,0.21428571428571427,3,3,0,0,0,4,3,1,6,0,2,4,3,87.12,2.3917600000000006,0.2727272727272727,1,0,0,0,0,1,0,0,1167.356974688002,24,4
WEDWLYRQKUTOAX,3,0.0,0.0,0.4055555562178294,0.5462638040383657,1.0,1.0,C1=CC(=CC=C1CN2C(=O)N=C(S2)NC(=O)C3=CC=C(C=C3)Cl)Cl,aromatic_rich_polycycle,0,23.934343,-7.240204,1.0619452,0.23600164,380.256,378.994902952,24,8,0.3333333333333333,3,2,1,0,2,3,3,0,6,0,4,4,1,63.99,3.912200000000002,0.0625,0,1,0,0,0,0,0,0,917.7456236393007,22,3
WEGITEKALFVLHV,1,0.0,0.0,0.1604938209056854,0.2000000029802322,1.0,1.0,CC(C)C1=CC=CC(=C1)C2=CN3C(=NN=C3C4=CC(=C(C=C4)OC)OC)C=C2,aromatic_rich_polycycle,8,16.529558,-37.11584,0.8757533,-1.098127,373.4560000000001,373.179026976,28,5,0.17857142857142858,3,2,0,0,0,4,4,0,6,0,5,4,0,48.650000000000006,5.203900000000004,0.21739130434782608,0,0,0,0,2,0,0,0,1131.8627964109744,21,4
WFDXOXNFNRHQEC,90,0.06666666666666667,0.06666666666666667,0.2762451368073622,0.27317117071814,0.9777777777777777,0.9111111111111111,CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC,aromatic_rich_polycycle,8,0.8447822,-31.807808,0.5414666,-0.65381473,403.3940000000001,403.11682064400003,30,8,0.26666666666666666,3,5,0,0,0,3,3,0,6,0,7,8,0,103.55999999999999,4.093180000000004,0.09090909090909091,0,0,1,0,4,0,0,0,1121.5059119552402,20,3
WFMPZQDIRPRCNA,3,0.0,0.0,0.22979065775871274,0.35088445742925006,1.0,1.0,C[C@H]1C[C@]2([C@H]([C@H]1OC(=O)C)[C@H](C(=C)CC[C@H]3[C@H](C3(C)C)/C=C(/C2=O)\C)OC(=O)C)OC(=O)C,other_macrocycle,1,-46.085686,-12.7204075,-2.2048616,0.41920587,460.5670000000003,460.24610349199986,33,7,0.21212121212121213,0,7,0,0,0,3,0,3,11,1,3,7,0,95.97000000000003,3.945300000000003,0.6923076923076923,7,0,3,0,3,0,0,0,913.601186925842,17,3
WFSLJOPRIJSOJR,1,1.0,1.0,1.0,0.9692307710647584,1.0,0.0,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C5=NC=NC(=C5C(=N4)C6=CC(=CC=C6)O)N,aromatic_rich_polycycle,11,4.5369115,53.911972,1.2172494,-0.11222876,489.5390000000002,489.1913229760001,37,9,0.24324324324324326,7,2,0,0,0,6,6,0,6,0,4,7,2,124.74,4.145340000000004,0.10714285714285714,0,0,0,0,0,1,0,0,1888.3745906518227,33,6
WFSNAHOKUTXXPH,3,0.0,0.0,0.49403242270151776,0.7268019517262777,1.0,0.3333333333333333,CCNC1=NC2=NN=C(N2C(=N1)NCC)SCC(=O)NC3CCCCC3,small_heteroaromatic,4,4.3376613,1.2887597,0.3747046,0.25732988,378.50600000000026,378.195028452,26,10,0.38461538461538464,8,1,1,0,0,3,2,1,6,0,8,8,3,109.13,1.9238999999999986,0.6875,0,1,0,0,0,0,0,0,743.1701248562757,20,3
WGGSYXQFYRWBEC,2,0.0,0.0,0.39036617428064346,0.4692995399236679,1.0,0.5,CC1=CC(=CN=C1C2=CN=CC=C2)C3=C(C=C(C=N3)C4=CN=CC=C4)/C=C/C5=CC=CC=C5,aromatic_rich_polycycle,2,-4.927767,37.128864,1.0134041,-0.25043124,426.5230000000001,426.18444670400004,33,4,0.12121212121212122,4,0,0,0,0,5,5,0,6,0,5,4,0,51.56,6.746420000000006,0.034482758620689655,0,0,0,0,0,0,0,0,1396.2313836451258,32,5
WGZOTBUYUFBEPZ,1,0.0,0.0,0.1830985844135284,0.2807017564773559,1.0,1.0,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,aromatic_rich_polycycle,2,-9.762312,41.729015,0.9101111,-0.5643944,335.40700000000004,335.163376912,25,5,0.2,3,2,0,0,0,4,3,1,6,0,2,4,1,60.03,4.473320000000005,0.3,0,0,0,0,2,0,0,0,938.3545914642867,20,4
WHJOKSDRDMWNHE,3,0.0,0.0,0.3612241943677266,0.3833434184392293,1.0,0.6666666666666666,CCN(CC)CC(=O)NC1=C2C(=CS1)C3=CC=CC=C3OC2=O,aromatic_rich_polycycle,11,-6.990063,3.746855,0.002740236,0.8791262,330.4090000000001,330.10381343599994,23,6,0.2608695652173913,2,3,1,0,0,3,3,0,6,0,5,5,1,62.550000000000004,3.288000000000001,0.29411764705882354,0,1,0,0,0,0,0,0,908.9787594689953,14,3
WHPZSYIEWQPEHY,5,0.0,0.0,0.2219467312097549,0.312217554450035,1.0,1.0,CCC/C=C/C=C/C=C\C(=O)O[C@@H]1[C@H]([C@@]2([C@@H]3C=C(C(=O)[C@H]3CC(=C[C@H]2[C@H]4[C@@]1(C4(C)C)OC(=O)C(C)C)CO)C)O)C,polycyclic_aliphatic_like,3,-64.06668,-4.02005,-2.6182353,0.6939865,566.7350000000004,566.3243538119999,41,7,0.17073170731707318,0,7,0,0,0,4,0,4,7,0,9,7,2,110.13000000000002,5.041700000000007,0.6176470588235294,8,0,2,0,2,2,0,0,1217.297115247823,16,4
WHTFMDSWOMRPEZ,2,0.0,0.0,0.39689190685749054,0.5415608435869217,0.5,1.0,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=NCCC3=CCCCC3)C(=C1C4=C(C5=C(C=C4C)C(=C(C(=C5C=NCCC6=CCCCC6)O)O)C(C)C)O)O,other_midsize,3,-20.722847,-18.889086,-0.32366067,-0.04901183,732.9620000000002,732.4138375120001,54,8,0.14814814814814814,2,6,0,0,0,6,4,2,6,0,11,8,6,146.10000000000002,11.37603999999998,0.43478260869565216,0,0,0,0,0,6,0,0,2066.2008064453103,40,6
WIIAMRXFUJLYEF,3,0.0,0.0,0.35409680008888245,0.435174822807312,1.0,0.6666666666666666,COC(=O)C1=C2CN(CCN2C(=N1)C(F)(F)F)C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,other_midsize,4,31.082092,11.6579685,0.627463,-0.4943592,464.3660000000002,464.128309756,32,13,0.40625,4,3,0,0,6,3,2,1,6,0,5,5,1,90.45,2.4081000000000006,0.42105263157894735,1,1,1,0,1,0,0,0,1052.6596093289365,20,3
WITYEOOSZUICNZ,3,0.0,0.0,0.1678843249877294,0.19647413988908133,1.0,1.0,C1=CC2=C3C(=C1)C(C(C3=CC=C2)(CC4=CN=CC=C4)CC5=CN=CC=C5)O,aromatic_rich_polycycle,2,14.382414,33.885616,0.32351398,0.27058113,352.437,352.15756325999996,27,3,0.1111111111111111,2,1,0,0,0,5,4,1,6,0,4,3,1,46.010000000000005,4.400000000000004,0.16666666666666666,1,0,0,0,0,1,0,0,1046.3548431050149,26,5
WIYUZYBFCWCCQJ,6,0.3333333333333333,0.3333333333333333,0.5749351928631464,0.6895758435130119,1.0,0.5,C1CC1CN2CC[C@]34[C@@H]5C6=C(C[C@]3([C@H]2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6,other_midsize,11,-25.118843,24.225996,-0.50845313,1.4047543,414.50500000000005,414.19434269199996,31,5,0.16129032258064516,2,3,0,0,0,8,3,5,6,0,2,4,3,68.72,3.572600000000003,0.46153846153846156,4,0,0,0,1,2,0,0,1277.1378681244266,29,8
WJBSSBFGPKTMQQ,1,0.0,0.0,0.7288135886192322,0.5671641826629639,1.0,0.0,C1=CC2=C(C=C1OC(F)(F)F)NC(=N2)C3=NC=C(C=C3)OCCOCCOC4=CN=C(C=C4)C5=NC6=C(N5)C=C(C=C6)OC(F)(F)F,aromatic_rich_polycycle,2,17.649576,-16.751299,0.8022114,-1.023306,660.5310000000005,660.155587124,47,17,0.3617021276595745,6,5,0,0,6,6,6,0,6,0,12,9,2,129.29,6.834800000000003,0.2,0,0,0,0,5,0,0,0,1818.2461410994192,37,6
WJDMCXSGUCNRPZ,2,0.0,0.0,0.7357692122459412,0.7758333384990692,0.0,0.0,CC(C)(C(=O)O)OC1=CC=C(C=C1)NC(=O)NC2=C(C=C(C=C2)CC3=CC(=C(C=C3)NC(=O)NC4=CC=C(C=C4)OC(C)(C)C(=O)O)Cl)Cl,large_peptide_like,0,31.878777,-14.222824,0.3112515,-0.60998803,709.5830000000002,708.1753694080003,49,14,0.2857142857142857,4,8,0,0,2,4,4,0,6,0,12,6,6,175.31999999999996,8.356200000000007,0.2,0,4,0,2,2,2,0,0,1727.8962819826534,33,4
WJDXYYYDPOQBTF,3,0.0,0.0,0.46311528980731964,0.5554988632599512,1.0,0.3333333333333333,CC(C)C1=NN(C(=O)C2=C1C=NN2C(C)(C)C)CC(=O)NC3=CC=CC=C3OC,other_midsize,8,12.7694235,-9.987688,0.587312,0.076257594,397.4790000000001,397.211389724,29,8,0.27586206896551724,5,3,0,0,0,3,3,0,6,0,5,5,1,91.04,3.1187000000000014,0.42857142857142855,0,1,0,0,1,0,0,0,1105.682549222876,20,3
WJEOLQLKVOPQFV,9,0.2222222222222222,0.2222222222222222,0.5643755147854487,0.5415913065274557,1.0,0.5555555555555556,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5,aromatic_rich_polycycle,0,53.330612,-6.358811,2.2845063,-0.2245434,498.65600000000023,498.22018058000003,36,8,0.2222222222222222,6,1,1,0,0,5,4,1,6,0,7,7,2,73.39000000000001,5.256820000000004,0.25,0,1,0,0,0,0,0,0,1313.6415394079775,34,5
WJHSZMXTCUUQMZ,3,0.0,0.0,0.3796519935131073,0.400762418905894,1.0,1.0,CC1=C2C(=C(SC2=NC(=N1)C3=CC=CC=C3)C(=O)OC)NC(=O)NCCOC,aromatic_rich_polycycle,0,14.729388,-20.545412,0.895373,-0.20140158,400.4600000000002,400.12052611999997,28,9,0.32142857142857145,4,4,1,0,0,3,3,0,6,0,6,7,2,102.44000000000001,3.2212200000000015,0.2631578947368421,0,2,1,0,2,0,0,0,1004.0863147043183,15,3
WJMWPAZTLACBKL,3,0.0,0.0,0.24525537590185795,0.337070107460022,1.0,1.0,CC1=NC=CC(=C1)OCC2CCCN(C2)CC3CCCCO3,small_heteroaromatic,2,21.625574,24.151188,0.58848065,-0.9435879,304.4340000000001,304.21507813599993,22,4,0.18181818181818182,2,2,0,0,0,3,1,2,6,0,5,4,0,34.59,3.049920000000001,0.7222222222222222,2,0,0,0,2,0,0,0,460.15530745638256,21,3
WJNIPNJMNBVBKI,3,0.0,0.0,0.3262237807114919,0.39698081215222675,1.0,1.0,CCNC1=NC(=NC=C1)N2CCN(CC2)C3=CC(=O)N(C(=O)N3C)C,small_heteroaromatic,2,21.133087,27.495508,1.0536773,-0.08008513,345.40700000000004,345.19132297600004,25,9,0.36,7,2,0,0,0,3,2,1,6,0,4,7,1,88.29000000000002,-0.36759999999999904,0.5,0,0,0,0,0,0,0,0,865.5174445304715,20,3
WJPGPAAXALJZKU,2,0.0,0.0,0.6253139674663544,0.792682945728302,0.0,0.0,C/C(=C\C1=CC=C(C=C1)O)/C(=O)NC2=CC=C(C=C2)C(=O)NC(CC#N)C(=O)NC3=CC=C(C=C3)C(=O)NC4=C(C(=C(C=C4)C(=O)NC5=C(C=C(C=C5)C(=O)O)OC)O)OC,large_peptide_like,8,-5.9170504,-52.181244,-0.36736962,-0.8105988,826.8190000000002,826.2598560360003,61,17,0.2786885245901639,6,11,0,0,0,5,5,0,6,0,15,11,8,265.51,6.0105800000000045,0.11363636363636363,1,5,0,1,2,3,0,0,2565.615682119541,48,5
WKEDIALPWYAFBJ,3,0.3333333333333333,0.3333333333333333,0.7366883953412374,0.63001748919487,1.0,0.0,COC1=C(C=C(C(=C1)/C=N\NC(=O)CN2CCOCC2)Cl)OC,small_heteroaromatic,8,3.5270488,-41.045956,0.16636403,-0.9948624,341.795,341.11423379999997,23,8,0.34782608695652173,3,4,0,0,1,2,1,1,6,0,6,6,1,72.39,1.1394999999999997,0.4666666666666667,0,1,0,0,3,0,0,0,574.0855709925679,18,2
WKIHBIBUCQPPBY,10,0.0,0.0,0.6440678238868713,0.7167629778385163,1.0,0.0,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)C4=CC(=C(C=C4)O)O)O,aromatic_rich_polycycle,1,-25.578156,-31.67359,-0.9304633,-0.38080144,442.3760000000001,442.08999677599985,32,10,0.3125,0,10,0,0,0,4,3,1,6,0,3,10,7,177.14,2.176500000000002,0.13636363636363635,2,0,1,0,2,7,0,0,1196.568790696504,25,4
WKLVYGRBGKRSCM,3,0.0,0.0,0.18702964484691617,0.21827028691768643,1.0,1.0,C1CCC2=C(C1)C(=NN2)CSC3=NC=CN3CC4=CC=CO4,small_heteroaromatic,2,14.641663,35.598824,1.1080325,0.27115047,314.41400000000004,314.120132196,22,6,0.2727272727272727,4,1,1,0,0,4,3,1,6,0,5,4,1,59.64,3.4186000000000014,0.375,0,0,0,0,0,0,0,0,744.1379728233927,22,4
WKRPMJFFYWUCQE,2,0.0,0.0,0.2823308333754539,0.36340388655662537,1.0,1.0,CN1CCN(CC1)C2=C(C=C(C=C2)C=CC3=C(C(=O)NC(=O)N3)[N+](=O)[O-])[N+](=O)[O-],other_midsize,2,-10.308122,11.153343,0.20897403,-0.15750109,402.36700000000013,402.12878229599994,29,12,0.41379310344827586,6,6,0,0,0,3,2,1,6,0,5,8,2,158.48000000000002,0.8018000000000001,0.29411764705882354,0,0,0,0,0,0,0,0,1096.3226813077888,22,3
WLAJSBODTACZBB,3,0.0,0.0,0.5080110927422842,0.5602721174558004,1.0,0.6666666666666666,CC(C)N1C(=O)N2C=CC=C(C2=N1)S(=O)(=O)N3CCCCC3,small_heteroaromatic,2,11.96635,18.516716,0.8038617,0.67225367,324.4060000000002,324.1256115,22,8,0.36363636363636365,4,3,1,0,0,3,2,1,6,0,3,4,0,76.67999999999999,1.2514999999999996,0.5714285714285714,0,0,0,0,0,0,1,0,844.5853737281977,19,3
WLAVZAAODLTUSW,9,0.1111111111111111,0.1111111111111111,0.7696545786327786,0.8241730034351349,1.0,0.2222222222222222,COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,aromatic_rich_polycycle,0,42.388294,-12.722168,0.7638586,-1.2741338,629.6890000000004,629.1908318479999,45,12,0.26666666666666666,5,4,1,0,2,6,5,1,6,0,12,8,3,114.47,6.522200000000004,0.21212121212121213,0,2,0,0,2,0,0,0,1843.0210143190786,37,6
WLBUICQBNZXIDJ,3,0.6666666666666666,0.6666666666666666,0.7675438622633616,0.7555761337280273,1.0,0.3333333333333333,C1=CC=C(C=C1)C2=CSC3=C2C(=O)N(C(=N3)SCC(=O)NN)C4=CC=CC=C4,aromatic_rich_polycycle,11,-3.224624,31.908386,0.88322324,1.0382915,408.5080000000001,408.07146775200005,28,8,0.2857142857142857,4,2,2,0,0,4,4,0,6,0,5,6,2,90.01,3.196200000000001,0.05,0,1,0,0,0,0,0,0,1187.5378475974696,22,4
WLGZMSWFJHVUQP,3,0.0,0.0,0.6071338256200155,0.6401031017303467,1.0,0.0,C1CN(CCN(C1)C2=C(C=C(C=N2)C#N)Cl)C3=NN4C(=NN=C4C(F)(F)F)C=C3,other_midsize,2,25.81974,28.467737,1.3517364,-0.74605006,422.8020000000001,422.09820478800003,29,12,0.41379310344827586,8,0,0,0,4,4,3,1,7,0,2,7,0,86.24,2.7798800000000012,0.35294117647058826,0,0,0,0,0,0,0,0,1090.4520231421516,22,4
WLOHNSSYAXHWNR,5,0.0,0.0,0.5499300837516785,0.6990825533866882,0.6,0.0,CC[C@@H]1[C@@]([C@H]2[C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C)O[C@H]4[C@@H]([C@H](C[C@H](O4)C)N(C)C)O)(C)O)C)N[C@H](O2)COCCOC)C)(C)O,glycoside_or_sugar_rich,1,-60.479084,-22.877668,-3.3183682,-0.19674781,835.0860000000001,834.545305176,58,16,0.27586206896551724,2,14,0,0,0,4,0,4,14,1,12,16,5,196.32999999999998,2.201700000000009,0.9761904761904762,20,0,1,0,9,4,0,0,1292.2551626347658,32,4
WLPCAERCXQSYLQ,3,1.0,1.0,1.0,0.770767867565155,1.0,0.0,C1=CC=C(C(=C1)C#N)NC(=O)C2=C(C(=NS2)Cl)Cl,small_heteroaromatic,0,-9.989593,25.432201,0.9821724,0.38069558,298.154,296.95303814000005,18,7,0.3888888888888889,3,1,1,0,2,2,2,0,6,0,2,4,1,65.78,3.573880000000001,0.0,0,1,0,0,0,0,0,0,647.9781492185107,14,2
